academic_performance,anxiety_level,basic_needs,blood_pressure,breathing_problem,Sum of bullying,Column1,depression,extracurricular_activities,future_career_concerns,headache,K3,K3_renamed,living_conditions,LivingCondC,mental_health_history,MHProblemYes,noise_level,NoiseC,peer_pressure,PeerpressureC,PoorSleepQuality,Sum of safety,SafetyC,self_esteem,SelfEsteem>avg,sleep_quality,social_support,stress_level,study_load,teacher_student_relationship,AcademicC,BullyC,FuturecareerC
4,6,4,2,1,1,833,8,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,4,2,1,1,910,8,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,25,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,6,4,2,1,1,959,0,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,29,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,4,2,2,1,25,8,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,26,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,4,2,2,1,359,3,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,4,2,2,1,541,7,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,30,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,4,2,2,1,749,8,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,27,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,1,1,127,2,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,26,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,1,1,321,1,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,28,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,1,1,576,4,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,1,1,935,5,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,1,1,1004,0,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,2,1,197,5,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,28,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,2,1,246,4,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,30,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,2,2,1,502,5,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,29,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,6,5,3,2,5,751,19,3,4,3,0,0,1,Bad Condition,0,0.00%,3,Neutral,5,Intense Peer Pressure,Poor,0,Not Safe,5,Below Average,0,0,0,2,0,Excellent Performance,Extreme Bullying,High concern
4,7,0,3,4,5,275,23,2,2,1,2,1,3,Average Condition,0,0.00%,4,Noisy,1,Minimal Peer Pressure,Poor,4,Safe,21,Above Average,2,0,0,3,2,Excellent Performance,Extreme Bullying,Slight concern
4,7,4,2,1,1,402,7,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,30,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,1,1,586,3,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,1,1,599,2,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,25,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,17,3,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,122,8,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,245,4,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,27,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,249,0,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,356,6,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,26,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,451,5,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,30,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,533,8,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,25,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,650,8,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,25,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,693,5,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,4,2,2,1,1050,3,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,30,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,5,2,1,1,22,5,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,5,2,1,1,873,7,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,5,2,2,1,47,7,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,5,2,2,1,552,0,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,7,5,2,2,1,683,0,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,25,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,7,5,3,1,2,27,20,2,2,2,2,1,1,Bad Condition,0,0.00%,5,Noisy,1,Minimal Peer Pressure,Moderate,2,Not Safe,28,Above Average,3,1,0,0,2,Excellent Performance,Minimal Bullying,Slight concern
4,8,0,3,4,2,1055,25,0,3,4,2,1,4,Good Condition,1,100.00%,2,Quiet,4,Intense Peer Pressure,Poor,3,Quite Safe,6,Below Average,1,1,0,4,0,Excellent Performance,Minimal Bullying,Average concern
4,8,4,2,1,1,432,3,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,4,2,1,1,652,5,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,4,2,1,1,899,2,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,30,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,4,2,1,1,916,5,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,28,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,4,2,2,1,260,8,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,4,3,2,1,887,16,5,1,5,2,1,0,Bad Condition,1,100.00%,3,Neutral,1,Minimal Peer Pressure,High,3,Quite Safe,4,Below Average,4,0,2,0,2,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,1,1,50,5,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,1,1,568,2,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,30,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,1,1,653,5,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,28,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,1,1,882,7,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,29,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,105,2,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,26,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,138,0,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,28,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,317,8,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,28,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,550,6,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,29,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,556,8,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,26,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,838,7,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,30,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
4,8,5,2,2,1,1017,1,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,27,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
4,9,1,3,0,0,1023,13,4,3,5,2,1,4,Good Condition,1,100.00%,5,Noisy,3,Moderate Peer Pressure,Moderate,4,Safe,29,Above Average,3,1,0,1,0,Excellent Performance,No Bully,Average concern
4,12,5,3,3,3,295,18,5,0,5,2,1,0,Bad Condition,1,100.00%,3,Neutral,3,Moderate Peer Pressure,High,0,Not Safe,22,Above Average,4,0,1,3,1,Excellent Performance,Average Bullying,Slight concern
4,12,5,3,4,2,742,24,5,2,1,2,1,2,Bad Condition,0,0.00%,1,Quiet,3,Moderate Peer Pressure,Poor,1,Not Safe,28,Above Average,2,0,1,0,0,Excellent Performance,Minimal Bullying,Slight concern
4,13,1,3,2,2,284,21,0,2,2,2,1,3,Average Condition,1,100.00%,4,Noisy,3,Moderate Peer Pressure,Poor,2,Not Safe,1,Below Average,0,1,2,4,2,Excellent Performance,Minimal Bullying,Slight concern
4,13,3,3,3,3,219,8,4,4,1,2,1,2,Bad Condition,0,0.00%,4,Noisy,2,Minimal Peer Pressure,Poor,0,Not Safe,6,Below Average,1,0,0,3,4,Excellent Performance,Average Bullying,High concern
4,16,0,3,2,0,405,5,4,1,3,2,1,0,Bad Condition,1,100.00%,5,Noisy,2,Minimal Peer Pressure,High,2,Not Safe,7,Below Average,5,1,0,1,1,Excellent Performance,No Bully,Slight concern
4,16,1,3,0,2,487,27,2,5,5,2,1,2,Bad Condition,1,100.00%,0,Quiet,3,Moderate Peer Pressure,High,5,Safe,1,Below Average,4,1,0,3,1,Excellent Performance,Minimal Bullying,High concern
4,16,3,3,1,5,4,7,0,2,2,2,1,2,Bad Condition,0,0.00%,3,Neutral,5,Intense Peer Pressure,High,4,Safe,28,Above Average,5,1,1,3,1,Excellent Performance,Extreme Bullying,Slight concern
4,16,4,3,3,2,482,6,3,0,2,2,1,4,Good Condition,0,0.00%,0,Quiet,0,Minimal Peer Pressure,Poor,0,Not Safe,7,Below Average,0,0,1,4,3,Excellent Performance,Minimal Bullying,Slight concern
4,17,0,3,1,5,468,4,2,0,1,2,1,1,Bad Condition,1,100.00%,4,Noisy,5,Intense Peer Pressure,Moderate,3,Quite Safe,23,Above Average,3,0,2,0,0,Excellent Performance,Extreme Bullying,Slight concern
4,18,1,3,0,0,809,0,0,4,5,2,1,0,Bad Condition,0,0.00%,4,Noisy,0,Minimal Peer Pressure,High,3,Quite Safe,12,Below Average,5,0,2,2,3,Excellent Performance,No Bully,High concern
4,19,2,3,3,2,125,6,5,1,0,2,1,5,Good Condition,0,0.00%,3,Neutral,2,Minimal Peer Pressure,High,3,Quite Safe,16,Below Average,4,1,0,3,2,Excellent Performance,Minimal Bullying,Slight concern
4,20,1,3,4,0,101,22,3,2,0,2,1,1,Bad Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,3,Below Average,4,0,1,2,4,Excellent Performance,No Bully,Slight concern
4,20,4,3,3,5,132,8,2,3,0,2,1,2,Bad Condition,0,0.00%,3,Neutral,5,Intense Peer Pressure,Poor,1,Not Safe,13,Below Average,0,1,0,4,2,Excellent Performance,Extreme Bullying,Average concern
4,21,3,3,5,1,1014,0,3,3,3,2,1,1,Bad Condition,0,0.00%,4,Noisy,3,Moderate Peer Pressure,Poor,4,Safe,30,Above Average,0,1,0,3,3,Excellent Performance,Minimal Bullying,Average concern
5,0,4,2,1,1,497,5,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,4,2,1,1,638,3,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,26,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,4,2,2,1,628,4,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,4,2,2,1,923,3,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,1,1,389,5,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,25,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,1,1,517,4,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,28,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,1,1,559,0,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,30,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,1,1,663,2,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,25,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,1,1,735,1,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,27,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,1,1,994,2,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,25,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,2,1,73,7,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,30,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,2,1,292,1,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,2,1,418,1,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,30,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,2,1,604,4,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,27,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,2,1,695,8,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,25,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,2,2,1,1078,0,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,28,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,0,5,3,2,0,768,22,5,0,4,2,1,3,Average Condition,0,0.00%,4,Noisy,2,Minimal Peer Pressure,Moderate,5,Safe,27,Above Average,3,1,2,5,2,Excellent Performance,No Bully,Slight concern
5,1,4,2,1,1,588,3,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,26,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,1,1,868,3,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,26,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,1,1,974,0,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,26,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,1,1,1063,3,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,26,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,2,1,224,0,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,30,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,2,1,268,0,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,2,1,613,4,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,2,1,911,5,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,28,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,4,2,2,1,954,6,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,27,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,42,2,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,27,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,110,7,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,29,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,291,4,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,29,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,614,3,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,30,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,654,6,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,843,7,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,25,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,903,6,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,25,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,1,1,1049,6,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,27,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,2,1,421,5,2,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,2,1,707,4,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,27,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,1,5,2,2,1,1093,4,1,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,30,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,1,1,657,1,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,1,1,930,7,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,2,1,72,4,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,26,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,2,1,333,7,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,28,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,2,1,701,7,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,29,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,2,1,753,2,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,4,Safe,27,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,4,2,2,1,1068,2,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,26,Above Average,5,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,2,1,1,306,8,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,5,Safe,28,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,2,1,1,365,4,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,2,Minimal Peer Pressure,High,4,Safe,25,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,2,1,1,605,1,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,4,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,2,1,1,609,8,1,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,4,Safe,27,Above Average,5,3,0,2,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,2,2,1,766,2,2,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,2,2,1,781,2,1,1,1,1,2,3,Average Condition,0,0.00%,2,Quiet,2,Minimal Peer Pressure,High,5,Safe,25,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,2,5,3,0,2,475,13,1,5,2,2,1,5,Good Condition,1,100.00%,0,Quiet,2,Minimal Peer Pressure,Moderate,1,Not Safe,18,Above Average,3,0,0,0,2,Excellent Performance,Minimal Bullying,High concern
5,3,2,3,0,1,337,20,2,2,3,2,1,3,Average Condition,1,100.00%,0,Quiet,2,Minimal Peer Pressure,Poor,2,Not Safe,0,Below Average,2,1,0,5,4,Excellent Performance,Minimal Bullying,Slight concern
5,3,4,2,1,1,20,0,2,1,1,1,2,3,Average Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,5,Safe,27,Above Average,4,3,0,2,5,Excellent Performance,Minimal Bullying,Slight concern
5,3,4,2,1,1,187,5,2,1,1,1,2,4,Good Condition,0,0.00%,2,Quiet,1,Minimal Peer Pressure,High,5,Safe,29,Above Average,5,3,0,1,5,Excellent Performance,Minimal Bullying,Slight concern
5,3,4,2,1,1,874,5,1,1,1,1,2,4,Good Condition,0,0.00%,1,Quiet,1,Minimal Peer Pressure,High,4,Safe,25,Above Average,5,3,0,1,4,Excellent Performance,Minimal Bullying,Slight concern
